csa,industry,indust_jobs,total_jobs,pop,natl_prop,expect_jobs,log_ratio,log_ratio_adj
Chicago-Naperville,Government,26,4270,NA,0.015452753510330227,65.98325748911007,-0.9313044974167255,-1.161942989683651
Chicago-Naperville,Healthcare,1049,4270,NA,0.31487114593726423,1344.4997931521182,-0.2481847134651712,-0.25840013753450325
Chicago-Naperville,Human Resources,368,4270,NA,0.08965030540481347,382.8068040785535,-0.03944749575178227,0.017690564964911556
Chicago-Naperville,Insurance,95,4270,NA,0.014576691893996544,62.24247438736524,0.4228392569395758,0.6291439306123333
Chicago-Naperville,Internet & Software,77,4270,NA,0.014905215000121675,63.64526805051955,0.19048044288928617,0.3218096233631068
Chicago-Naperville,Manufacturing,139,4270,NA,0.03499379456355097,149.42350278636266,-0.07231064169581615,-0.025776571128122275
Chicago-Naperville,Media,42,4270,NA,0.0077142092327160345,32.939673423697464,0.24299180786057195,0.3912648925429045
Chicago-Naperville,Organization,96,4270,NA,0.013591122575621152,58.03409339790232,0.5033175364130651,0.7355902316562065
Chicago-Naperville,Pharmaceuticals,18,4270,NA,0.003090550702066045,13.196651497822012,0.3104086348920578,0.48043518684548375
Chicago-Naperville,Real Estate,50,4270,NA,0.012337867763366024,52.682695349572924,-0.05226403470855301,7.384982326405487e-4
Chicago-Naperville,Restaurants & Travel,194,4270,NA,0.04296352176769766,183.45423794806902,0.05589290714937131,0.14379456837124005
Chicago-Naperville,Retail,380,4270,NA,0.10019954736816489,427.85206726206405,-0.11860624587687957,-0.08701043263591983
Chicago-Naperville,Telecommunications,21,4270,NA,0.009381159808239847,40.057552381184145,-0.6457947918254769,-0.7843075298907387
Chicago-Naperville,Transport & Freight,225,4270,NA,0.053914291971868686,230.21402671987929,-0.022909024980639743,0.03956552364976086
Cincinnati-Wilmington-Maysville,Aerospace & Defense,5,914,NA,0.00630277662862288,5.760737838561313,-0.14162765104243305,-0.11746018181964496
Cincinnati-Wilmington-Maysville,Agriculture,4,914,NA,0.003954444795950649,3.614362543498893,0.10137885757310283,0.2039575241867428
Cincinnati-Wilmington-Maysville,Auto,11,914,NA,0.023945684179787312,21.886355340325604,-0.6879681260308785,-0.8400889836969282
Cincinnati-Wilmington-Maysville,Construction,16,914,NA,0.019833061591998637,18.127418295086756,-0.12483689277807708,-0.09525152973792017
Cincinnati-Wilmington-Maysville,Consulting,96,914,NA,0.08290949796802376,75.77928114277371,0.23652327202987405,0.38270914660931543
Cincinnati-Wilmington-Maysville,Consumer Goods,27,914,NA,0.02590465529408902,23.676854938797362,0.13133887989379928,0.24358478232513972
Cincinnati-Wilmington-Maysville,Education,105,914,NA,0.06535176307400287,59.73151144963862,0.5641006390350138,0.8159862898523556
Cincinnati-Wilmington-Maysville,Energy,5,914,NA,0.00945416494293432,8.64110675784197,-0.5470927591505974,-0.6537571956578427
Cincinnati-Wilmington-Maysville,Finance,33,914,NA,0.04443579198403621,40.614313873409095,-0.20761300146542905,-0.20473710326433697
Cincinnati-Wilmington-Maysville,Food & Beverages,45,914,NA,0.03308349353904558,30.23831309468766,0.39755272392079893,0.5956981620933973
Cincinnati-Wilmington-Maysville,Government,1,914,NA,0.015452753510330227,14.123816708441828,-2.647862500669687,-3.4323847929745077
Cincinnati-Wilmington-Maysville,Healthcare,206,914,NA,0.31487114593726423,287.79222738665953,-0.33436261830336733,-0.37238516879699063
Cincinnati-Wilmington-Maysville,Human Resources,69,914,NA,0.08965030540481347,81.94037913999952,-0.1718853945549337,-0.15748122719873922
Cincinnati-Wilmington-Maysville,Insurance,25,914,NA,0.014576691893996544,13.323096391112841,0.6293767249757558,0.9023250876058893
Cincinnati-Wilmington-Maysville,Internet & Software,12,914,NA,0.014905215000121675,13.623366510111211,-0.1268797944078773,-0.09795361685150425
Cincinnati-Wilmington-Maysville,Manufacturing,49,914,NA,0.03499379456355097,31.984328231085588,0.426574258052639,0.6340841089496608
Cincinnati-Wilmington-Maysville,Media,6,914,NA,0.0077142092327160345,7.050787238702456,-0.16137980642622116,-0.14358578852997078
Cincinnati-Wilmington-Maysville,Organization,8,914,NA,0.013591122575621152,12.422286034117732,-0.44005057860641494,-0.5121755881838398
Cincinnati-Wilmington-Maysville,Real Estate,7,914,NA,0.012337867763366024,11.276811135716546,-0.47683835631286553,-0.5608337216093423
Cincinnati-Wilmington-Maysville,Restaurants & Travel,57,914,NA,0.04296352176769766,39.268658895675664,0.37262455068911354,0.5627263857376675
Cincinnati-Wilmington-Maysville,Retail,93,914,NA,0.10019954736816489,91.58238629450271,0.015360529324465065,0.09018356028060061
Cincinnati-Wilmington-Maysville,Telecommunications,8,914,NA,0.009381159808239847,8.57438006473122,-0.06933715310054377,-0.021843623452878387
Cincinnati-Wilmington-Maysville,Transport & Freight,77,914,NA,0.053914291971868686,49.277662862287976,0.44633452943714425,0.6602204504602491
Cleveland-Akron-Canton,Aerospace & Defense,9,1267,NA,0.00630277662862288,7.985617988465188,0.119582404992697,0.22803483177047223
Cleveland-Akron-Canton,Auto,33,1267,NA,0.023945684179787312,30.339181855790525,0.08406755377024218,0.18106036152227167
Cleveland-Akron-Canton,Construction,25,1267,NA,0.019833061591998637,25.128489037062273,-0.005126399016646597,0.06308609055424291
Cleveland-Akron-Canton,Consulting,91,1267,NA,0.08290949796802376,105.0463339254861,-0.1435420217881012,-0.11999226483677881
Cleveland-Akron-Canton,Consumer Goods,33,1267,NA,0.02590465529408902,32.82119825761079,0.0054329664889613835,0.07705265900967939
Cleveland-Akron-Canton,Education,113,1267,NA,0.06535176307400287,82.80068381476163,0.3109514987228421,0.4811532171902619
Cleveland-Akron-Canton,Electronics,1,1267,NA,0.003333901151047624,4.224052758377339,-1.4407950364721096,-1.835831443240364
Cleveland-Akron-Canton,Energy,7,1267,NA,0.00945416494293432,11.978426982697783,-0.5371971313963734,-0.6406685339986279
Cleveland-Akron-Canton,Finance,41,1267,NA,0.04443579198403621,56.30014844377388,-0.3171251050945905,-0.34958560682482365
Cleveland-Akron-Canton,Food & Beverages,79,1267,NA,0.03308349353904558,41.916786313970746,0.6337614777505116,0.9081246737416535
Cleveland-Akron-Canton,Government,8,1267,NA,0.015452753510330227,19.5786386975884,-0.8949975678568404,-1.1139208602445727
Cleveland-Akron-Canton,Healthcare,344,1267,NA,0.31487114593726423,398.9417419025138,-0.14817373858653896,-0.12611850316968057
Cleveland-Akron-Canton,Human Resources,168,1267,NA,0.08965030540481347,113.58693694789868,0.3913954713840768,0.5875541416022165
Cleveland-Akron-Canton,Insurance,28,1267,NA,0.014576691893996544,18.46866862969362,0.4161288014157701,0.6202682044722901
Cleveland-Akron-Canton,Internet & Software,13,1267,NA,0.014905215000121675,18.884907405154163,-0.3734136956013299,-0.4240369033686251
Cleveland-Akron-Canton,Manufacturing,55,1267,NA,0.03499379456355097,44.33713771201908,0.21551053630749442,0.3549162066124237
Cleveland-Akron-Canton,Media,6,1267,NA,0.0077142092327160345,9.773903097851216,-0.4879564152932103,-0.5755392578234356
Cleveland-Akron-Canton,Organization,7,1267,NA,0.013591122575621152,17.219952303312,-0.9001585800979267,-1.120747182406278
Cleveland-Akron-Canton,Real Estate,6,1267,NA,0.012337867763366024,15.632078456184752,-0.9575656450071127,-1.1966778528101023
Cleveland-Akron-Canton,Restaurants & Travel,60,1267,NA,0.04296352176769766,54.434782079672935,0.09734123620967496,0.19861707876514062
Cleveland-Akron-Canton,Retail,101,1267,NA,0.10019954736816489,126.9528265154649,-0.22869505585452043,-0.2326217290640693
Cleveland-Akron-Canton,Telecommunications,9,1267,NA,0.009381159808239847,11.885929477039886,-0.27813072631114943,-0.2980088657444142
Cleveland-Akron-Canton,Transport & Freight,80,1267,NA,0.053914291971868686,68.30940792835763,0.15797913339035274,0.2788210779086377
Columbia-Moberly-Mexico,Auto,2,96,128680,0.023945684179787312,2.2987856812595817,-0.13923383828298974,-0.11429395466740687
Columbia-Moberly-Mexico,Construction,2,96,128680,0.019833061591998637,1.9039739128318691,0.04920394552840075,0.13494727159706768
Columbia-Moberly-Mexico,Consulting,2,96,128680,0.08290949796802376,7.95931180493028,-1.3811953588917032,-1.7570006672428282
Columbia-Moberly-Mexico,Consumer Goods,1,96,128680,0.02590465529408902,2.486846908232546,-0.9110156061242161,-1.135107457854466
Columbia-Moberly-Mexico,Education,3,96,128680,0.06535176307400287,6.273769255104275,-0.737765042468086,-0.9059539300254306
Columbia-Moberly-Mexico,Finance,4,96,128680,0.04443579198403621,4.265836030467476,-0.06434382182570489,-0.015239088073013846
Columbia-Moberly-Mexico,Food & Beverages,3,96,128680,0.03308349353904558,3.1760153797483754,-0.05701509719509746,-0.005545595202626777
Columbia-Moberly-Mexico,Government,1,96,128680,0.015452753510330227,1.4834643369917018,-0.39438012068337336,-0.45176858961611993
Columbia-Moberly-Mexico,Healthcare,37,96,128680,0.31487114593726423,30.227630009977368,0.20216150553758977,0.33725982830422097
Columbia-Moberly-Mexico,Human Resources,4,96,128680,0.08965030540481347,8.606429318862094,-0.7662151580459887,-0.9435840780274888
Columbia-Moberly-Mexico,Insurance,5,96,128680,0.014576691893996544,1.3993624218236682,1.2734211925279693,1.7541841448225297
Columbia-Moberly-Mexico,Manufacturing,3,96,128680,0.03499379456355097,3.359404278100893,-0.11315137140356406,-0.07979542736814
Columbia-Moberly-Mexico,Pharmaceuticals,2,96,128680,0.003090550702066045,0.29669286739834033,1.9082049723106722,2.5937943572000934
Columbia-Moberly-Mexico,Restaurants & Travel,7,96,128680,0.04296352176769766,4.124498089698975,0.5289658118961905,0.769514466508075
Columbia-Moberly-Mexico,Retail,14,96,128680,0.10019954736816489,9.61915654734383,0.3753007457727815,0.5662661118524895
Columbia-Moberly-Mexico,Telecommunications,2,96,128680,0.009381159808239847,0.9005913415910253,0.7978508657658794,1.1251609785565762
Columbia-Moberly-Mexico,Transport & Freight,8,96,128680,0.053914291971868686,5.175772029299393,0.43545302924961016,0.6458278037442768
Columbia-Orangeburg-Newberry,Aerospace & Defense,1,333,NA,0.00630277662862288,2.098824617331419,-0.7413774820028272,-0.9107319996950799
Columbia-Orangeburg-Newberry,Agriculture,2,333,NA,0.003954444795950649,1.3168301170515662,0.4179197584868636,0.6226370517785882
Columbia-Orangeburg-Newberry,Auto,2,333,NA,0.023945684179787312,7.973912831869175,-1.3830281367955977,-1.759424829759483
Columbia-Orangeburg-Newberry,Construction,8,333,NA,0.019833061591998637,6.604409510135546,0.19170400813568397,0.32342799785392556
Columbia-Orangeburg-Newberry,Consulting,20,333,NA,0.08290949796802376,27.60886282335191,-0.322404564410265,-0.35656859551868963
Columbia-Orangeburg-Newberry,Consumer Goods,5,333,NA,0.02590465529408902,8.626250212931643,-0.5453719922027233,-0.6514811868047944
Columbia-Orangeburg-Newberry,Education,27,333,NA,0.06535176307400287,21.762137103642953,0.2156652363555259,0.35512082390782307
Columbia-Orangeburg-Newberry,Electronics,1,333,NA,0.003333901151047624,1.1101890832988588,-0.10453034613141443,-0.06839264568058698
Columbia-Orangeburg-Newberry,Energy,1,333,NA,0.00945416494293432,3.1482369259971286,-1.1468425901109915,-1.447029013533278
Columbia-Orangeburg-Newberry,Finance,10,333,NA,0.04443579198403621,14.797118730684058,-0.39184738846415756,-0.4484186176978091
Columbia-Orangeburg-Newberry,Food & Beverages,7,333,NA,0.03308349353904558,11.016803348502178,-0.4535115353205015,-0.5299800077129403
Columbia-Orangeburg-Newberry,Government,3,333,NA,0.015452753510330227,5.145766918939966,-0.5395621305278715,-0.6437966501955313
Columbia-Orangeburg-Newberry,Healthcare,147,333,NA,0.31487114593726423,104.852091597109,0.33788188115949414,0.5167732579619189
Columbia-Orangeburg-Newberry,Human Resources,31,333,NA,0.08965030540481347,29.853551699802885,0.03768338680665935,0.11970936057422989
Columbia-Orangeburg-Newberry,Insurance,4,333,NA,0.014576691893996544,4.8540384007008495,-0.19351665729884818,-0.1860922750623598
Columbia-Orangeburg-Newberry,Internet & Software,4,333,NA,0.014905215000121675,4.963436595040518,-0.21580400160228078,-0.21557110309785654
Columbia-Orangeburg-Newberry,Manufacturing,19,333,NA,0.03499379456355097,11.652933589662473,0.48888102058215915,0.7164954681968624
Columbia-Orangeburg-Newberry,Media,2,333,NA,0.0077142092327160345,2.5688316744944393,-0.2503040136206246,-0.26120327477632305
Columbia-Orangeburg-Newberry,Organization,1,333,NA,0.013591122575621152,4.525843817681844,-1.5098040388125449,-1.927107661940928
Columbia-Orangeburg-Newberry,Pharmaceuticals,5,333,NA,0.003090550702066045,1.029153383787993,1.58070140567222,2.1606148275752988
Columbia-Orangeburg-Newberry,Restaurants & Travel,10,333,NA,0.04296352176769766,14.30685274864332,-0.35815354267768473,-0.4038527388622135
Columbia-Orangeburg-Newberry,Retail,22,333,NA,0.10019954736816489,33.36644927359891,-0.4165084289967689,-0.4810370653306793
Columbia-Orangeburg-Newberry,Telecommunications,5,333,NA,0.009381159808239847,3.123926216143869,0.47034729912742673,0.6919814489317808
Columbia-Orangeburg-Newberry,Transport & Freight,25,333,NA,0.053914291971868686,17.953459226632273,0.3310930139253672,0.5077938189122955
Columbus-Auburn-Opelika,Agriculture,4,136,NA,0.003954444795950649,0.5378044922492883,2.006554543291201,2.7238785005070807
Columbus-Auburn-Opelika,Auto,5,136,NA,0.023945684179787312,3.2566130484510745,0.42875019932294944,0.6369621637618236
Columbus-Auburn-Opelika,Consulting,6,136,NA,0.08290949796802376,11.275691723651232,-0.6308897644918092,-0.7645930797682134
Columbus-Auburn-Opelika,Consumer Goods,8,136,NA,0.02590465529408902,3.5230331199961067,0.8201192412874041,1.154614717130884
Columbus-Auburn-Opelika,Education,19,136,NA,0.06535176307400287,8.88783977806439,0.759754953762029,1.0747726135935975
Columbus-Auburn-Opelika,Energy,1,136,NA,0.00945416494293432,1.2857664322390676,-0.2513549858665997,-0.2625933654792521
Columbus-Auburn-Opelika,Finance,17,136,NA,0.04443579198403621,6.043267709828925,1.0342684668424047,1.4378637264396503
Columbus-Auburn-Opelika,Food & Beverages,8,136,NA,0.03308349353904558,4.499355121310199,0.5755074615484129,0.8310737652700586
Columbus-Auburn-Opelika,Government,1,136,NA,0.015452753510330227,2.101574477404911,-0.7426868149515893,-0.9124638166541701
Columbus-Auburn-Opelika,Healthcare,31,136,NA,0.31487114593726423,42.822475847467935,-0.3230758968897041,-0.3574565476428457
Columbus-Auburn-Opelika,Human Resources,3,136,NA,0.08965030540481347,12.192441535054632,-1.4022039247659852,-1.7847880919018075
Columbus-Auburn-Opelika,Insurance,3,136,NA,0.014576691893996544,1.98243009758353,0.41428887449376284,0.6178345861553973
Columbus-Auburn-Opelika,Manufacturing,7,136,NA,0.03499379456355097,4.759156060642932,0.3858397947154236,0.580205808175572
Columbus-Auburn-Opelika,Pharmaceuticals,1,136,NA,0.003090550702066045,0.4203148954809821,0.8667510974825112,1.2162933294875773
Columbus-Auburn-Opelika,Real Estate,4,136,NA,0.012337867763366024,1.6779500158177791,0.8687215414698098,1.2188995789655022
Columbus-Auburn-Opelika,Restaurants & Travel,1,136,NA,0.04296352176769766,5.843038960406882,-1.7652510314273386,-2.264980037624402
Columbus-Auburn-Opelika,Retail,10,136,NA,0.10019954736816489,13.627138442070425,-0.30947818511664726,-0.3394712461382399
Columbus-Auburn-Opelika,Transport & Freight,18,136,NA,0.053914291971868686,7.332343708174141,0.898076551197723,1.2577266043826223
Columbus-Marion-Zanesville,Aerospace & Defense,1,1094,NA,0.00630277662862288,6.895237631713431,-1.9308309750043098,-2.483987857325963
Columbus-Marion-Zanesville,Agriculture,4,1094,NA,0.003954444795950649,4.326162606770009,-0.0783865539546736,-0.03381300517782821
Columbus-Marion-Zanesville,Auto,26,1094,NA,0.023945684179787312,26.19657849268732,-0.007532272335543382,0.05990391124757581
Columbus-Marion-Zanesville,Construction,32,1094,NA,0.019833061591998637,21.69736938164651,0.3885448762540917,0.5837837415719753
Columbus-Marion-Zanesville,Consulting,92,1094,NA,0.08290949796802376,90.70299077701799,0.014198246083301749,0.08864624173208621
Columbus-Marion-Zanesville,Consumer Goods,24,1094,NA,0.02590465529408902,28.339692891733385,-0.16620956729036063,-0.14997397404136037
Columbus-Marion-Zanesville,Education,28,1094,NA,0.06535176307400287,71.49482880295913,-0.937420612475082,-1.1700325988176938
Columbus-Marion-Zanesville,Electronics,2,1094,NA,0.003333901151047624,3.6472878592461004,-0.6008366585729517,-0.7248427026370033
Columbus-Marion-Zanesville,Energy,3,1094,NA,0.00945416494293432,10.342856447570146,-1.2376837944443646,-1.5671820566514967
Columbus-Marion-Zanesville,Finance,20,1094,NA,0.04443579198403621,48.61275643053561,-0.8881537009056948,-1.1048686746542256
Columbus-Marion-Zanesville,Food & Beverages,69,1094,NA,0.03308349353904558,36.193341931715864,0.6452313272199619,0.9232955130978205
Columbus-Marion-Zanesville,Government,2,1094,NA,0.015452753510330227,16.90531234030127,-2.1344807316375185,-2.7533495216646124
Columbus-Marion-Zanesville,Healthcare,392,1094,NA,0.31487114593726423,344.46903365536707,0.12925764116973773,0.2408319878417711
Columbus-Marion-Zanesville,Human Resources,75,1094,NA,0.08965030540481347,98.07743411286594,-0.26826919714365915,-0.2849653053032221
Columbus-Marion-Zanesville,Insurance,23,1094,NA,0.014576691893996544,15.94690093203222,0.36622970450892833,0.5542681069812301
Columbus-Marion-Zanesville,Internet & Software,44,1094,NA,0.014905215000121675,16.30630521013311,0.9926377781946072,1.3828000142745938
Columbus-Marion-Zanesville,Manufacturing,27,1094,NA,0.03499379456355097,38.283211252524765,-0.34917458558143505,-0.39197653106576996
Columbus-Marion-Zanesville,Media,6,1094,NA,0.0077142092327160345,8.439344900591342,-0.34114521795399766,-0.38135631789454183
Columbus-Marion-Zanesville,Organization,8,1094,NA,0.013591122575621152,14.86868809772954,-0.6198159901341915,-0.749946117548411
Columbus-Marion-Zanesville,Pharmaceuticals,4,1094,NA,0.003090550702066045,3.3810624680602532,0.16810436135652745,0.29221342515160176
Columbus-Marion-Zanesville,Real Estate,7,1094,NA,0.012337867763366024,13.49762733312243,-0.6566037678406419,-0.7986042509739133
Columbus-Marion-Zanesville,Restaurants & Travel,61,1094,NA,0.04296352176769766,47.00209281386124,0.2606817355000982,0.41466285004498604
Columbus-Marion-Zanesville,Retail,97,1094,NA,0.10019954736816489,109.61830482077238,-0.12229339685318445,-0.09188732097629805
Columbus-Marion-Zanesville,Telecommunications,10,1094,NA,0.009381159808239847,10.262988830214391,-0.025959013314110557,0.03553139197536438
Columbus-Marion-Zanesville,Transport & Freight,78,1094,NA,0.053914291971868686,58.982235417224345,0.27947252274527556,0.4395168828229907
Corpus Christi-Kingsville-Alice,Agriculture,1,99,381912,0.003954444795950649,0.3914900347991142,0.9377952177727724,1.3102613400525327
Corpus Christi-Kingsville-Alice,Auto,2,99,381912,0.023945684179787312,2.370622733798944,-0.1700054969497435,-0.1549947408110717
Corpus Christi-Kingsville-Alice,Construction,2,99,381912,0.019833061591998637,1.963473097607865,0.0184322868616472,0.09424648545340311
Corpus Christi-Kingsville-Alice,Consulting,3,99,381912,0.08290949796802376,8.208040298834351,-1.0065019094502923,-1.2614044395482946
Corpus Christi-Kingsville-Alice,Consumer Goods,3,99,381912,0.02590465529408902,2.5645608741148127,0.15682502387714004,0.2772945705145338
Corpus Christi-Kingsville-Alice,Electronics,1,99,381912,0.003333901151047624,0.33005621395371476,1.1084922937144397,1.536037443267824
Corpus Christi-Kingsville-Alice,Energy,3,99,381912,0.00945416494293432,0.9359623293504977,1.164792338402972,1.6105038899277975
Corpus Christi-Kingsville-Alice,Finance,2,99,381912,0.04443579198403621,4.399143406419585,-0.7882626610524038,-0.9727456748911452
Corpus Christi-Kingsville-Alice,Food & Beverages,9,99,381912,0.03308349353904558,3.2752658603655123,1.0108255328062585,1.4068564331663729
Corpus Christi-Kingsville-Alice,Government,3,99,381912,0.015452753510330227,1.5298225975226925,0.6734605093179825,0.9606334387528797
Corpus Christi-Kingsville-Alice,Healthcare,31,99,381912,0.31487114593726423,31.17224344778916,-0.005540861288242047,0.06253789325153952
Corpus Christi-Kingsville-Alice,Human Resources,9,99,381912,0.08965030540481347,8.875380235076534,0.013943399503586432,0.08830916350524225
Corpus Christi-Kingsville-Alice,Manufacturing,2,99,381912,0.03499379456355097,3.464385661791546,-0.5493881381784821,-0.6567932273500026
Corpus Christi-Kingsville-Alice,Restaurants & Travel,3,99,381912,0.04296352176769766,4.253388655002069,-0.34910370715776695,-0.3918827822173521
Corpus Christi-Kingsville-Alice,Retail,16,99,381912,0.10019954736816489,9.919755189448324,0.4780604797305504,0.702183450637798
Corpus Christi-Kingsville-Alice,Telecommunications,2,99,381912,0.009381159808239847,0.9287348210157448,0.7670792070991257,1.0844601924129114
Corpus Christi-Kingsville-Alice,Transport & Freight,8,99,381912,0.053914291971868686,5.3375149052149995,0.40468137058285647,0.605127017600612
Dallas-Fort Worth,Aerospace & Defense,17,3724,NA,0.00630277662862288,23.471540164991605,-0.322575286363125,-0.3567944045258879
Dallas-Fort Worth,Agriculture,24,3724,NA,0.003954444795950649,14.726352420120216,0.48841525985835016,0.7158794199097303
Dallas-Fort Worth,Auto,108,3724,NA,0.023945684179787312,89.17372788552795,0.19154476135216295,0.3232173667225216
Dallas-Fort Worth,Construction,73,3724,NA,0.019833061591998637,73.85832136860293,-0.011689240812274834,0.0544056088385412
Dallas-Fort Worth,Consulting,331,3724,NA,0.08290949796802376,308.75497043292046,0.06957038899629302,0.16188537945374015
Dallas-Fort Worth,Consumer Goods,84,3724,NA,0.02590465529408902,96.4689363151875,-0.13840425421002378,-0.11319668772097287
Dallas-Fort Worth,Education,158,3724,NA,0.06535176307400287,243.36996568758667,-0.4319877450383504,-0.5015111105773625
Dallas-Fort Worth,Electronics,9,3724,NA,0.003333901151047624,12.415447886501351,-0.3217169172117088,-0.3556590643857136
Dallas-Fort Worth,Energy,31,3724,NA,0.00945416494293432,35.207310247487406,-0.12726653404235913,-0.09846514622100588
Dallas-Fort Worth,Finance,409,3724,NA,0.04443579198403621,165.47888934855084,0.9048715261680849,1.2667141219589517
Dallas-Fort Worth,Food & Beverages,213,3724,NA,0.03308349353904558,123.20292993940573,0.5474593329170966,0.7939753138178269
Dallas-Fort Worth,Government,24,3724,NA,0.015452753510330227,57.546054072469765,-0.8745317372645492,-1.0868512959025869
Dallas-Fort Worth,Healthcare,1159,3724,NA,0.31487114593726423,1172.580147470372,-0.011649010696004219,0.05445882005398452
Dallas-Fort Worth,Human Resources,223,3724,NA,0.08965030540481347,333.8577373275254,-0.4035431946348821,-0.4638883234711519
Dallas-Fort Worth,Insurance,41,3724,NA,0.014576691893996544,54.28360061324313,-0.2806501001309447,-0.3013411688927726
Dallas-Fort Worth,Internet & Software,53,3724,NA,0.014905215000121675,55.507020660453115,-0.04621759758656338,0.008735946368223219
Dallas-Fort Worth,Manufacturing,161,3724,NA,0.03499379456355097,130.31689095466382,0.21143525798366766,0.3495259534144967
Dallas-Fort Worth,Media,33,3724,NA,0.0077142092327160345,28.727715182634512,0.13864521886939635,0.25324866633475235
Dallas-Fort Worth,Organization,15,3724,NA,0.013591122575621152,50.61334047161317,-1.2161649861268486,-1.538719749016972
Dallas-Fort Worth,Pharmaceuticals,3,3724,NA,0.003090550702066045,11.509210814493953,-1.3445353665102848,-1.70851155178424
Dallas-Fort Worth,Real Estate,63,3724,NA,0.012337867763366024,45.94621955077507,0.3156631540805463,0.4873851879518432
Dallas-Fort Worth,Restaurants & Travel,149,3724,NA,0.04296352176769766,159.9961550629061,-0.0712034781427852,-0.024312157802666438
Dallas-Fort Worth,Retail,260,3724,NA,0.10019954736816489,373.14311439904606,-0.3612803997560709,-0.40798854261031303
Dallas-Fort Worth,Telecommunications,41,3724,NA,0.009381159808239847,34.93543912588519,0.16007030498112032,0.281587010308554
Dallas-Fort Worth,Transport & Freight,206,3724,NA,0.053914291971868686,200.77682330323898,0.025682209430233822,0.1038357491072659
Davenport-Moline,Agriculture,2,127,268899,0.003954444795950649,0.5022144890857324,1.3818751620087162,1.8976330848381218
Davenport-Moline,Auto,2,127,268899,0.023945684179787312,3.0411018908329885,-0.41907273327374495,-0.484428796699949
Davenport-Moline,Construction,7,127,268899,0.019833061591998637,2.5187988221838267,1.0221280190330138,1.4218059059844856
Davenport-Moline,Consulting,7,127,268899,0.08290949796802376,10.529506241939018,-0.4082712853870901,-0.4701420328554098
Davenport-Moline,Consumer Goods,2,127,268899,0.02590465529408902,3.2898912223493055,-0.4977073205550257,-0.5884364992125412
Davenport-Moline,Electronics,2,127,268899,0.003333901151047624,0.4234054461830482,1.5525722379503835,2.1234091880534134
Davenport-Moline,Energy,1,127,268899,0.00945416494293432,1.2006789477526587,-0.18288718658913908,-0.17203298047374416
Davenport-Moline,Finance,4,127,268899,0.04443579198403621,5.643345581972598,-0.34418271681645995,-0.38537393010555576
Davenport-Moline,Government,2,127,268899,0.015452753510330227,1.962499695811939,0.018928164885816667,0.09490236902580443
Davenport-Moline,Healthcare,21,127,268899,0.31487114593726423,39.988635534032554,-0.6440728643739665,-0.7820299860729739
Davenport-Moline,Human Resources,14,127,268899,0.08965030540481347,11.385588786411311,0.20670891545862435,0.34327455635992943
Davenport-Moline,Insurance,6,127,268899,0.014576691893996544,1.8512398705375612,1.1759038543311688,1.6252007718353718
Davenport-Moline,Manufacturing,5,127,268899,0.03499379456355097,4.444211909570973,0.11783535737167161,0.2257240622284008
Davenport-Moline,Media,1,127,268899,0.0077142092327160345,0.9797045725549364,0.020504209341282522,0.09698695760874387
Davenport-Moline,Restaurants & Travel,4,127,268899,0.04296352176769766,5.456367264497603,-0.3104888710299872,-0.3408080512699603
Davenport-Moline,Retail,41,127,268899,0.10019954736816489,12.72534251575694,1.1699765878710757,1.6173609473000303
Davenport-Moline,Transport & Freight,15,127,268899,0.053914291971868686,6.847115080427323,0.784222793681229,1.1071355203427464
Dayton-Springfield-Sidney,Aerospace & Defense,13,465,NA,0.00630277662862288,2.930791132309639,1.4896769598517972,2.040219416222796
Dayton-Springfield-Sidney,Agriculture,6,465,NA,0.003954444795950649,1.8388168301170518,1.1826371315480608,1.6341066835711866
Dayton-Springfield-Sidney,Auto,14,465,NA,0.023945684179787312,11.1347431436011,0.22898709665280345,0.37274126461487816
Dayton-Springfield-Sidney,Construction,14,465,NA,0.019833061591998637,9.222373640279367,0.417424880464194,0.6219824908793529
Dayton-Springfield-Sidney,Consulting,22,465,NA,0.08290949796802376,38.55291655513105,-0.5609893002128525,-0.6721377500516359
Dayton-Springfield-Sidney,Consumer Goods,9,465,NA,0.02590465529408902,12.045664711751394,-0.29148024290751673,-0.3156658866412786
Dayton-Springfield-Sidney,Education,47,465,NA,0.06535176307400287,30.388569829411335,0.4360810564543427,0.6466584772295458
Dayton-Springfield-Sidney,Electronics,1,465,NA,0.003333901151047624,1.550264035237145,-0.43842526173832685,-0.5100258284006528
Dayton-Springfield-Sidney,Energy,5,465,NA,0.00945416494293432,4.396186698464459,0.12870040671619626,0.24009494988840338
Dayton-Springfield-Sidney,Finance,10,465,NA,0.04443579198403621,20.662643272576837,-0.7257423040710699,-0.8900518004178748
Dayton-Springfield-Sidney,Food & Beverages,14,465,NA,0.03308349353904558,15.383824495656194,-0.09425927036746862,-0.05480738975853959
Dayton-Springfield-Sidney,Government,5,465,NA,0.015452753510330227,7.185530382303556,-0.36263142236879314,-0.4097755012865144
Dayton-Springfield-Sidney,Healthcare,137,465,NA,0.31487114593726423,146.41508286082788,-0.0664646953980298,-0.018044306427987003
Dayton-Springfield-Sidney,Human Resources,33,465,NA,0.08965030540481347,41.68739201323827,-0.23369117181891907,-0.2392299476725656
Dayton-Springfield-Sidney,Insurance,2,465,NA,0.014576691893996544,6.778161730708393,-1.2205587534657059,-1.5445312584568924
